,name,type,count,amount,year,quarter,state,quarter_year
1028,Recharge & bill payments,TOTAL,11017816,9119649329,2022,3,punjab,Q3 2022
1029,Financial Services,TOTAL,57979,68249938.54,2022,3,punjab,Q3 2022
1030,Others,TOTAL,149921,107280498.8,2022,3,punjab,Q3 2022
1031,Merchant payments,TOTAL,48358802,38162493193,2022,4,punjab,Q4 2022
1032,Peer-to-peer payments,TOTAL,32377106,1.21E+11,2022,4,punjab,Q4 2022
1033,Recharge & bill payments,TOTAL,10895208,9248445986,2022,4,punjab,Q4 2022
1034,Financial Services,TOTAL,62809,72160390.23,2022,4,punjab,Q4 2022
1035,Others,TOTAL,141255,111559653.6,2022,4,punjab,Q4 2022
1036,Recharge & bill payments,TOTAL,121303,26796895,2019,1,arunachal-pradesh,Q1 2019
1037,Peer-to-peer payments,TOTAL,93494,568554821.4,2019,1,arunachal-pradesh,Q1 2019
1038,Merchant payments,TOTAL,9214,11727218.4,2019,1,arunachal-pradesh,Q1 2019
1039,Financial Services,TOTAL,256,140622.8709,2019,1,arunachal-pradesh,Q1 2019
1040,Others,TOTAL,2239,2730548.598,2019,1,arunachal-pradesh,Q1 2019
1041,Recharge & bill payments,TOTAL,131988,30420803.41,2019,2,arunachal-pradesh,Q2 2019
1042,Peer-to-peer payments,TOTAL,106527,704237943.4,2019,2,arunachal-pradesh,Q2 2019
1043,Merchant payments,TOTAL,16828,13955724.13,2019,2,arunachal-pradesh,Q2 2019
1044,Financial Services,TOTAL,267,160660.8821,2019,2,arunachal-pradesh,Q2 2019
1045,Others,TOTAL,3046,3880742.524,2019,2,arunachal-pradesh,Q2 2019
1046,Recharge & bill payments,TOTAL,216228,50946104.94,2019,3,arunachal-pradesh,Q3 2019
1047,Peer-to-peer payments,TOTAL,133484,841037395.2,2019,3,arunachal-pradesh,Q3 2019
1048,Merchant payments,TOTAL,16900,17178248.07,2019,3,arunachal-pradesh,Q3 2019
1049,Financial Services,TOTAL,864,64089.1135,2019,3,arunachal-pradesh,Q3 2019
1050,Others,TOTAL,2758,3419197.418,2019,3,arunachal-pradesh,Q3 2019
1051,Recharge & bill payments,TOTAL,259183,63516906.09,2019,4,arunachal-pradesh,Q4 2019
1052,Peer-to-peer payments,TOTAL,177833,1100137448,2019,4,arunachal-pradesh,Q4 2019
1053,Merchant payments,TOTAL,19769,23192271.69,2019,4,arunachal-pradesh,Q4 2019
1054,Financial Services,TOTAL,314,305379.7988,2019,4,arunachal-pradesh,Q4 2019
1055,Others,TOTAL,2376,3421174.012,2019,4,arunachal-pradesh,Q4 2019
1056,Recharge & bill payments,TOTAL,329834,86011654.77,2020,1,arunachal-pradesh,Q1 2020
1057,Peer-to-peer payments,TOTAL,203429,1263912288,2020,1,arunachal-pradesh,Q1 2020
1058,Merchant payments,TOTAL,31181,28553052.13,2020,1,arunachal-pradesh,Q1 2020
1059,Financial Services,TOTAL,470,337812.9482,2020,1,arunachal-pradesh,Q1 2020
1060,Others,TOTAL,2261,2943873.067,2020,1,arunachal-pradesh,Q1 2020
1061,Recharge & bill payments,TOTAL,522495,145198528.2,2020,2,arunachal-pradesh,Q2 2020
1062,Peer-to-peer payments,TOTAL,247861,1630654426,2020,2,arunachal-pradesh,Q2 2020
1063,Merchant payments,TOTAL,35169,46446966.61,2020,2,arunachal-pradesh,Q2 2020
1064,Financial Services,TOTAL,1310,2655507.696,2020,2,arunachal-pradesh,Q2 2020
1065,Others,TOTAL,1939,1761404.402,2020,2,arunachal-pradesh,Q2 2020
1066,Recharge & bill payments,TOTAL,514907,153463816.2,2020,3,arunachal-pradesh,Q3 2020
1067,Peer-to-peer payments,TOTAL,370418,2361603431,2020,3,arunachal-pradesh,Q3 2020
1068,Merchant payments,TOTAL,72736,88145178.69,2020,3,arunachal-pradesh,Q3 2020
1069,Financial Services,TOTAL,1761,4030599.917,2020,3,arunachal-pradesh,Q3 2020
1070,Others,TOTAL,3005,2695539.361,2020,3,arunachal-pradesh,Q3 2020
1071,Peer-to-peer payments,TOTAL,522019,3254744938,2020,4,arunachal-pradesh,Q4 2020
1072,Recharge & bill payments,TOTAL,513895,152389181.2,2020,4,arunachal-pradesh,Q4 2020
1073,Merchant payments,TOTAL,167387,156682926,2020,4,arunachal-pradesh,Q4 2020
1074,Financial Services,TOTAL,1749,2391651.878,2020,4,arunachal-pradesh,Q4 2020
1075,Others,TOTAL,4079,4055324.315,2020,4,arunachal-pradesh,Q4 2020
1076,Peer-to-peer payments,TOTAL,566209,3460488559,2021,1,arunachal-pradesh,Q1 2021
1077,Recharge & bill payments,TOTAL,450649,142358376.9,2021,1,arunachal-pradesh,Q1 2021
1078,Merchant payments,TOTAL,155966,204958020.1,2021,1,arunachal-pradesh,Q1 2021
1079,Financial Services,TOTAL,1558,2672460.474,2021,1,arunachal-pradesh,Q1 2021
1080,Others,TOTAL,3074,3301662.609,2021,1,arunachal-pradesh,Q1 2021
1081,Peer-to-peer payments,TOTAL,762946,4000960152,2021,2,arunachal-pradesh,Q2 2021
1082,Recharge & bill payments,TOTAL,556680,165579844.3,2021,2,arunachal-pradesh,Q2 2021
1083,Merchant payments,TOTAL,243375,283709438.5,2021,2,arunachal-pradesh,Q2 2021
1084,Financial Services,TOTAL,1582,2761076.793,2021,2,arunachal-pradesh,Q2 2021
1085,Others,TOTAL,3755,3415105.338,2021,2,arunachal-pradesh,Q2 2021
1086,Peer-to-peer payments,TOTAL,986088,5033603845,2021,3,arunachal-pradesh,Q3 2021
1087,Recharge & bill payments,TOTAL,600102,187390578.3,2021,3,arunachal-pradesh,Q3 2021
1088,Merchant payments,TOTAL,314658,449869060.8,2021,3,arunachal-pradesh,Q3 2021
1089,Financial Services,TOTAL,1934,3348547.827,2021,3,arunachal-pradesh,Q3 2021
1090,Others,TOTAL,4185,3912143.35,2021,3,arunachal-pradesh,Q3 2021
1091,Peer-to-peer payments,TOTAL,1227616,6022733378,2021,4,arunachal-pradesh,Q4 2021
1092,Recharge & bill payments,TOTAL,633248,207784816.3,2021,4,arunachal-pradesh,Q4 2021
1093,Merchant payments,TOTAL,521447,704195695,2021,4,arunachal-pradesh,Q4 2021
1094,Financial Services,TOTAL,2386,3933557.28,2021,4,arunachal-pradesh,Q4 2021
1095,Others,TOTAL,5901,4862905.886,2021,4,arunachal-pradesh,Q4 2021
1096,Peer-to-peer payments,TOTAL,1403584,6670641250,2022,1,arunachal-pradesh,Q1 2022
1097,Merchant payments,TOTAL,720803,917155358.7,2022,1,arunachal-pradesh,Q1 2022
1098,Recharge & bill payments,TOTAL,670576,231933129,2022,1,arunachal-pradesh,Q1 2022
1099,Financial Services,TOTAL,3053,3359625.793,2022,1,arunachal-pradesh,Q1 2022
1100,Others,TOTAL,6052,5002264.113,2022,1,arunachal-pradesh,Q1 2022
1101,Peer-to-peer payments,TOTAL,1751568,7627061475,2022,2,arunachal-pradesh,Q2 2022
1102,Merchant payments,TOTAL,1108353,1255513517,2022,2,arunachal-pradesh,Q2 2022
1103,Recharge & bill payments,TOTAL,688770,241162643.2,2022,2,arunachal-pradesh,Q2 2022
1104,Financial Services,TOTAL,2466,4063469.1,2022,2,arunachal-pradesh,Q2 2022
1105,Others,TOTAL,5768,3864269.88,2022,2,arunachal-pradesh,Q2 2022
1106,Peer-to-peer payments,TOTAL,1967086,7365427284,2022,3,arunachal-pradesh,Q3 2022
1107,Merchant payments,TOTAL,1316326,1413247143,2022,3,arunachal-pradesh,Q3 2022
1108,Recharge & bill payments,TOTAL,649322,238448083.8,2022,3,arunachal-pradesh,Q3 2022
1109,Financial Services,TOTAL,1997,4763324.776,2022,3,arunachal-pradesh,Q3 2022
1110,Others,TOTAL,4687,3224948.702,2022,3,arunachal-pradesh,Q3 2022
1111,Peer-to-peer payments,TOTAL,2251135,7768088688,2022,4,arunachal-pradesh,Q4 2022
1112,Merchant payments,TOTAL,1704968,1669602213,2022,4,arunachal-pradesh,Q4 2022
1113,Recharge & bill payments,TOTAL,669151,239412553.6,2022,4,arunachal-pradesh,Q4 2022
1114,Financial Services,TOTAL,2617,3785469.399,2022,4,arunachal-pradesh,Q4 2022
1115,Others,TOTAL,4838,4020773.895,2022,4,arunachal-pradesh,Q4 2022
1116,Peer-to-peer payments,TOTAL,44049036,1.04E+11,2019,1,karnataka,Q1 2019
1117,Merchant payments,TOTAL,24491960,7076613844,2019,1,karnataka,Q1 2019
1118,Recharge & bill payments,TOTAL,16981941,6217689430,2019,1,karnataka,Q1 2019
1119,Financial Services,TOTAL,293728,51023386.15,2019,1,karnataka,Q1 2019
1120,Others,TOTAL,770944,512618725.8,2019,1,karnataka,Q1 2019
1121,Peer-to-peer payments,TOTAL,50033334,1.43E+11,2019,2,karnataka,Q2 2019
1122,Merchant payments,TOTAL,44848593,12338599109,2019,2,karnataka,Q2 2019
1123,Recharge & bill payments,TOTAL,19283028,7745156563,2019,2,karnataka,Q2 2019
1124,Financial Services,TOTAL,140353,44871623.83,2019,2,karnataka,Q2 2019
1125,Others,TOTAL,1096296,662690676.7,2019,2,karnataka,Q2 2019
1126,Merchant payments,TOTAL,76924325,20375791902,2019,3,karnataka,Q3 2019
1127,Peer-to-peer payments,TOTAL,67784880,1.83E+11,2019,3,karnataka,Q3 2019
1128,Recharge & bill payments,TOTAL,24339891,10208179942,2019,3,karnataka,Q3 2019
1129,Financial Services,TOTAL,189716,57194690.69,2019,3,karnataka,Q3 2019
1130,Others,TOTAL,1494923,732228821.1,2019,3,karnataka,Q3 2019
1131,Merchant payments,TOTAL,114044901,31602890836,2019,4,karnataka,Q4 2019
1132,Peer-to-peer payments,TOTAL,93311589,2.51E+11,2019,4,karnataka,Q4 2019
1133,Recharge & bill payments,TOTAL,28862161,12183568521,2019,4,karnataka,Q4 2019
1134,Financial Services,TOTAL,101937,51145982.18,2019,4,karnataka,Q4 2019
1135,Others,TOTAL,1475664,646673755.4,2019,4,karnataka,Q4 2019
1136,Merchant payments,TOTAL,132970737,40374401934,2020,1,karnataka,Q1 2020
1137,Peer-to-peer payments,TOTAL,100868460,2.98E+11,2020,1,karnataka,Q1 2020
1138,Recharge & bill payments,TOTAL,35854971,14724886028,2020,1,karnataka,Q1 2020
1139,Financial Services,TOTAL,93648,110130184.7,2020,1,karnataka,Q1 2020
1140,Others,TOTAL,1246074,557335296.8,2020,1,karnataka,Q1 2020
1141,Merchant payments,TOTAL,87251639,38463881234,2020,2,karnataka,Q2 2020
1142,Peer-to-peer payments,TOTAL,82118363,2.66E+11,2020,2,karnataka,Q2 2020
1143,Recharge & bill payments,TOTAL,43290272,16434890228,2020,2,karnataka,Q2 2020
1144,Financial Services,TOTAL,161560,246367207.1,2020,2,karnataka,Q2 2020
1145,Others,TOTAL,399878,192530880.2,2020,2,karnataka,Q2 2020
1146,Merchant payments,TOTAL,137206600,60769881812,2020,3,karnataka,Q3 2020
1147,Peer-to-peer payments,TOTAL,119241776,3.90E+11,2020,3,karnataka,Q3 2020
1148,Recharge & bill payments,TOTAL,43139631,18911088811,2020,3,karnataka,Q3 2020
1149,Financial Services,TOTAL,251980,358426106,2020,3,karnataka,Q3 2020
1150,Others,TOTAL,520544,268744139.7,2020,3,karnataka,Q3 2020
1151,Merchant payments,TOTAL,215711211,97147239183,2020,4,karnataka,Q4 2020
1152,Peer-to-peer payments,TOTAL,166981242,5.38E+11,2020,4,karnataka,Q4 2020
1153,Recharge & bill payments,TOTAL,47736461,21611671359,2020,4,karnataka,Q4 2020
1154,Financial Services,TOTAL,284700,427966918.9,2020,4,karnataka,Q4 2020
1155,Others,TOTAL,823370,508863332.4,2020,4,karnataka,Q4 2020
1156,Merchant payments,TOTAL,279599017,1.18E+11,2021,1,karnataka,Q1 2021
1157,Peer-to-peer payments,TOTAL,190894164,6.11E+11,2021,1,karnataka,Q1 2021
1158,Recharge & bill payments,TOTAL,52261651,25111731676,2021,1,karnataka,Q1 2021
1159,Financial Services,TOTAL,297710,475815041.8,2021,1,karnataka,Q1 2021
1160,Others,TOTAL,744950,511117233.2,2021,1,karnataka,Q1 2021
1161,Merchant payments,TOTAL,244460862,1.25E+11,2021,2,karnataka,Q2 2021
1162,Peer-to-peer payments,TOTAL,216539959,6.84E+11,2021,2,karnataka,Q2 2021
1163,Recharge & bill payments,TOTAL,68599238,28272314719,2021,2,karnataka,Q2 2021
1164,Financial Services,TOTAL,304779,456933674,2021,2,karnataka,Q2 2021
1165,Others,TOTAL,744208,497736717.5,2021,2,karnataka,Q2 2021
1166,Merchant payments,TOTAL,391381353,1.91E+11,2021,3,karnataka,Q3 2021
1167,Peer-to-peer payments,TOTAL,288462867,9.08E+11,2021,3,karnataka,Q3 2021
1168,Recharge & bill payments,TOTAL,72168311,33386709061,2021,3,karnataka,Q3 2021
1169,Financial Services,TOTAL,286685,508051800.9,2021,3,karnataka,Q3 2021
1170,Others,TOTAL,997323,637927036.9,2021,3,karnataka,Q3 2021
1171,Merchant payments,TOTAL,503210623,2.44E+11,2021,4,karnataka,Q4 2021
1172,Peer-to-peer payments,TOTAL,350032663,1.09E+12,2021,4,karnataka,Q4 2021
1173,Recharge & bill payments,TOTAL,76826701,39294350717,2021,4,karnataka,Q4 2021
1174,Financial Services,TOTAL,365769,574240588.2,2021,4,karnataka,Q4 2021
1175,Others,TOTAL,1289682,896608692.1,2021,4,karnataka,Q4 2021
1176,Merchant payments,TOTAL,588543313,2.78E+11,2022,1,karnataka,Q1 2022
1177,Peer-to-peer payments,TOTAL,389491586,1.24E+12,2022,1,karnataka,Q1 2022
1178,Recharge & bill payments,TOTAL,78206453,43891305257,2022,1,karnataka,Q1 2022
1179,Financial Services,TOTAL,384922,624857963.4,2022,1,karnataka,Q1 2022
1180,Others,TOTAL,1229133,824344937.1,2022,1,karnataka,Q1 2022
1181,Merchant payments,TOTAL,735295388,3.58E+11,2022,2,karnataka,Q2 2022
1182,Peer-to-peer payments,TOTAL,449723751,1.46E+12,2022,2,karnataka,Q2 2022
1183,Recharge & bill payments,TOTAL,91137091,50583781089,2022,2,karnataka,Q2 2022
1184,Financial Services,TOTAL,351688,545330283.2,2022,2,karnataka,Q2 2022
1185,Others,TOTAL,941042,670434289.9,2022,2,karnataka,Q2 2022
1186,Merchant payments,TOTAL,704609552,3.34E+11,2022,3,karnataka,Q3 2022
1187,Peer-to-peer payments,TOTAL,404084880,1.28E+12,2022,3,karnataka,Q3 2022
1188,Recharge & bill payments,TOTAL,79979546,48539011844,2022,3,karnataka,Q3 2022
1189,Financial Services,TOTAL,361312,558132533.4,2022,3,karnataka,Q3 2022
1190,Others,TOTAL,726038,610455785.7,2022,3,karnataka,Q3 2022
1191,Merchant payments,TOTAL,830157371,3.81E+11,2022,4,karnataka,Q4 2022
1192,Peer-to-peer payments,TOTAL,460041715,1.47E+12,2022,4,karnataka,Q4 2022
1193,Recharge & bill payments,TOTAL,87517348,54445900607,2022,4,karnataka,Q4 2022
1194,Financial Services,TOTAL,426795,650217624.1,2022,4,karnataka,Q4 2022
1195,Others,TOTAL,767142,689145506.8,2022,4,karnataka,Q4 2022
1196,Peer-to-peer payments,TOTAL,1913720,5414709532,2019,1,jammu-&-kashmir,Q1 2019
1197,Recharge & bill payments,TOTAL,1131953,302663112.9,2019,1,jammu-&-kashmir,Q1 2019
1198,Merchant payments,TOTAL,452379,199219534.9,2019,1,jammu-&-kashmir,Q1 2019
1199,Financial Services,TOTAL,43247,4593545.202,2019,1,jammu-&-kashmir,Q1 2019
1200,Others,TOTAL,43688,30649751.66,2019,1,jammu-&-kashmir,Q1 2019
1201,Peer-to-peer payments,TOTAL,1180781,5666318253,2019,2,jammu-&-kashmir,Q2 2019
1202,Recharge & bill payments,TOTAL,706569,215937468.9,2019,2,jammu-&-kashmir,Q2 2019
1203,Merchant payments,TOTAL,353678,188931529.5,2019,2,jammu-&-kashmir,Q2 2019
1204,Financial Services,TOTAL,22663,2652961.354,2019,2,jammu-&-kashmir,Q2 2019
1205,Others,TOTAL,32664,26301988.32,2019,2,jammu-&-kashmir,Q2 2019
1206,Peer-to-peer payments,TOTAL,618694,3499425218,2019,3,jammu-&-kashmir,Q3 2019
1207,Recharge & bill payments,TOTAL,318061,111964437,2019,3,jammu-&-kashmir,Q3 2019
1208,Merchant payments,TOTAL,165115,120736230.1,2019,3,jammu-&-kashmir,Q3 2019
1209,Financial Services,TOTAL,2895,658515.8825,2019,3,jammu-&-kashmir,Q3 2019
1210,Others,TOTAL,11761,11446090.82,2019,3,jammu-&-kashmir,Q3 2019
1211,Peer-to-peer payments,TOTAL,310620,1799955856,2019,4,jammu-&-kashmir,Q4 2019
1212,Merchant payments,TOTAL,91303,77859073.82,2019,4,jammu-&-kashmir,Q4 2019
1213,Recharge & bill payments,TOTAL,84803,49065907.05,2019,4,jammu-&-kashmir,Q4 2019
1214,Financial Services,TOTAL,197,213741.2862,2019,4,jammu-&-kashmir,Q4 2019
1215,Others,TOTAL,3005,2601419.696,2019,4,jammu-&-kashmir,Q4 2019
1216,Peer-to-peer payments,TOTAL,435154,2654638582,2020,1,jammu-&-kashmir,Q1 2020
1217,Recharge & bill payments,TOTAL,341357,144213068.7,2020,1,jammu-&-kashmir,Q1 2020
1218,Merchant payments,TOTAL,135241,131144419,2020,1,jammu-&-kashmir,Q1 2020
1219,Financial Services,TOTAL,2350,2116665.118,2020,1,jammu-&-kashmir,Q1 2020
1220,Others,TOTAL,7528,5530441.652,2020,1,jammu-&-kashmir,Q1 2020
1221,Peer-to-peer payments,TOTAL,1238380,7426818530,2020,2,jammu-&-kashmir,Q2 2020
1222,Recharge & bill payments,TOTAL,1028741,413037418.3,2020,2,jammu-&-kashmir,Q2 2020
1223,Merchant payments,TOTAL,341375,403026357.8,2020,2,jammu-&-kashmir,Q2 2020
1224,Financial Services,TOTAL,9130,10415041.34,2020,2,jammu-&-kashmir,Q2 2020
1225,Others,TOTAL,17380,12351591.57,2020,2,jammu-&-kashmir,Q2 2020
1226,Peer-to-peer payments,TOTAL,1787154,10837119047,2020,3,jammu-&-kashmir,Q3 2020
1227,Recharge & bill payments,TOTAL,1005745,443743222.5,2020,3,jammu-&-kashmir,Q3 2020
1228,Merchant payments,TOTAL,642688,667957476.4,2020,3,jammu-&-kashmir,Q3 2020
1229,Financial Services,TOTAL,10111,13281733.8,2020,3,jammu-&-kashmir,Q3 2020
1230,Others,TOTAL,20200,15128281.34,2020,3,jammu-&-kashmir,Q3 2020
1231,Peer-to-peer payments,TOTAL,2378539,13736841260,2020,4,jammu-&-kashmir,Q4 2020
1232,Recharge & bill payments,TOTAL,1900075,536741118.3,2020,4,jammu-&-kashmir,Q4 2020
1233,Merchant payments,TOTAL,1377786,1045006123,2020,4,jammu-&-kashmir,Q4 2020
1234,Financial Services,TOTAL,13578,17966592.7,2020,4,jammu-&-kashmir,Q4 2020
1235,Others,TOTAL,84466,44350708.94,2020,4,jammu-&-kashmir,Q4 2020
1236,Peer-to-peer payments,TOTAL,2800201,14801220301,2021,1,jammu-&-kashmir,Q1 2021
1237,Recharge & bill payments,TOTAL,2554798,663747765.7,2021,1,jammu-&-kashmir,Q1 2021
1238,Merchant payments,TOTAL,1527253,1605408313,2021,1,jammu-&-kashmir,Q1 2021
1239,Financial Services,TOTAL,17276,20848657.86,2021,1,jammu-&-kashmir,Q1 2021
1240,Others,TOTAL,98042,47124854.99,2021,1,jammu-&-kashmir,Q1 2021
1241,Peer-to-peer payments,TOTAL,3955437,19502438178,2021,2,jammu-&-kashmir,Q2 2021
1242,Recharge & bill payments,TOTAL,3568970,892467613.6,2021,2,jammu-&-kashmir,Q2 2021
1243,Merchant payments,TOTAL,2378307,2343370986,2021,2,jammu-&-kashmir,Q2 2021
1244,Financial Services,TOTAL,19432,21897796.19,2021,2,jammu-&-kashmir,Q2 2021
1245,Others,TOTAL,105673,53580855.46,2021,2,jammu-&-kashmir,Q2 2021
1246,Peer-to-peer payments,TOTAL,5621108,26562997915,2021,3,jammu-&-kashmir,Q3 2021
1247,Recharge & bill payments,TOTAL,4192099,1126801385,2021,3,jammu-&-kashmir,Q3 2021
1248,Merchant payments,TOTAL,3197489,3818849263,2021,3,jammu-&-kashmir,Q3 2021
1249,Financial Services,TOTAL,16071,27585395.49,2021,3,jammu-&-kashmir,Q3 2021
1250,Others,TOTAL,124274,62209689.34,2021,3,jammu-&-kashmir,Q3 2021
1251,Peer-to-peer payments,TOTAL,6852001,31444247708,2021,4,jammu-&-kashmir,Q4 2021
1252,Merchant payments,TOTAL,5399465,6026170896,2021,4,jammu-&-kashmir,Q4 2021
1253,Recharge & bill payments,TOTAL,4358892,1334473410,2021,4,jammu-&-kashmir,Q4 2021
1254,Financial Services,TOTAL,20269,34425387.52,2021,4,jammu-&-kashmir,Q4 2021
1255,Others,TOTAL,160001,86920024.6,2021,4,jammu-&-kashmir,Q4 2021
1256,Peer-to-peer payments,TOTAL,6263588,25881919929,2022,1,jammu-&-kashmir,Q1 2022
1257,Merchant payments,TOTAL,5769426,5903944370,2022,1,jammu-&-kashmir,Q1 2022
1258,Recharge & bill payments,TOTAL,4046350,1253753686,2022,1,jammu-&-kashmir,Q1 2022
1259,Financial Services,TOTAL,20506,28915576.12,2022,1,jammu-&-kashmir,Q1 2022
1260,Others,TOTAL,145441,79330065.64,2022,1,jammu-&-kashmir,Q1 2022
1261,Merchant payments,TOTAL,9917899,8541811640,2022,2,jammu-&-kashmir,Q2 2022
1262,Peer-to-peer payments,TOTAL,8948548,35973490941,2022,2,jammu-&-kashmir,Q2 2022
1263,Recharge & bill payments,TOTAL,4759941,1631580784,2022,2,jammu-&-kashmir,Q2 2022
1264,Financial Services,TOTAL,17495,23857762.1,2022,2,jammu-&-kashmir,Q2 2022
1265,Others,TOTAL,169864,83549709.69,2022,2,jammu-&-kashmir,Q2 2022
1266,Merchant payments,TOTAL,9594459,8056512905,2022,3,jammu-&-kashmir,Q3 2022
1267,Peer-to-peer payments,TOTAL,8391981,31280124358,2022,3,jammu-&-kashmir,Q3 2022
1268,Recharge & bill payments,TOTAL,4397779,1538833024,2022,3,jammu-&-kashmir,Q3 2022
1269,Financial Services,TOTAL,16502,21281997.61,2022,3,jammu-&-kashmir,Q3 2022
1270,Others,TOTAL,133673,66802218.33,2022,3,jammu-&-kashmir,Q3 2022
1271,Merchant payments,TOTAL,13060020,9463119177,2022,4,jammu-&-kashmir,Q4 2022
1272,Peer-to-peer payments,TOTAL,9209773,33017162450,2022,4,jammu-&-kashmir,Q4 2022
1273,Recharge & bill payments,TOTAL,4885856,1738113554,2022,4,jammu-&-kashmir,Q4 2022
1274,Financial Services,TOTAL,17803,26804683.93,2022,4,jammu-&-kashmir,Q4 2022
1275,Others,TOTAL,142706,70096050.9,2022,4,jammu-&-kashmir,Q4 2022
1276,Peer-to-peer payments,TOTAL,37360716,97373087988,2019,1,maharashtra,Q1 2019
1277,Recharge & bill payments,TOTAL,24540041,8256500587,2019,1,maharashtra,Q1 2019
1278,Merchant payments,TOTAL,12069119,5172594696,2019,1,maharashtra,Q1 2019
1279,Financial Services,TOTAL,287569,49487746.21,2019,1,maharashtra,Q1 2019
1280,Others,TOTAL,821624,569019903.9,2019,1,maharashtra,Q1 2019
1281,Peer-to-peer payments,TOTAL,42546317,1.31E+11,2019,2,maharashtra,Q2 2019
1282,Recharge & bill payments,TOTAL,29395661,12197234771,2019,2,maharashtra,Q2 2019
1283,Merchant payments,TOTAL,27854042,9728561727,2019,2,maharashtra,Q2 2019
1284,Financial Services,TOTAL,182840,45291636.11,2019,2,maharashtra,Q2 2019
1285,Others,TOTAL,1170993,765228265.8,2019,2,maharashtra,Q2 2019
1286,Peer-to-peer payments,TOTAL,57991699,1.66E+11,2019,3,maharashtra,Q3 2019
1287,Merchant payments,TOTAL,54683738,17545729507,2019,3,maharashtra,Q3 2019
1288,Recharge & bill payments,TOTAL,34309301,15471698544,2019,3,maharashtra,Q3 2019
1289,Financial Services,TOTAL,231467,54108447.39,2019,3,maharashtra,Q3 2019
1290,Others,TOTAL,1519376,814284077.9,2019,3,maharashtra,Q3 2019
1291,Merchant payments,TOTAL,80127804,27209874138,2019,4,maharashtra,Q4 2019
1292,Peer-to-peer payments,TOTAL,78795871,2.27E+11,2019,4,maharashtra,Q4 2019
1293,Recharge & bill payments,TOTAL,40705998,17794666215,2019,4,maharashtra,Q4 2019
1294,Financial Services,TOTAL,129755,49622863.82,2019,4,maharashtra,Q4 2019
1295,Others,TOTAL,1501192,672210825,2019,4,maharashtra,Q4 2019
1296,Merchant payments,TOTAL,100337738,35200130305,2020,1,maharashtra,Q1 2020
